"","StartDate","EndDate","IPAddress","Duration","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","ProlificID","Gender","Education","Salary","AIKnowledge","UsedAI","TimeEnergy","SimilarTasks","EnhanceHurt","Attention","Comments","Submission.id","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Employment.sector","Age","Sex","Ethnicity","Country.of.birth","Country.of.residence","Language","Student.status","Employment.status"
"45","04/15/2023 12:34","04/15/2023 12:36","24.162.97.134",97,"04/15/2023 12:36","R_27xqSDkTaPAWsIV",31.5338,-97.1923,"5ecc6ffce3ca77849333e83e","Male","Bachelor’s Degree","$0 - $25,000","Somewhat familiar (heard of AI but have no knowledge of it)","No","no time","Can perform only a few tasks","neither","Compose an email","","643aee413a67ec522d65d521","2023-04-15T18:34:44.215000Z","2023-04-15T18:36:26.561000Z","2023-04-15T18:36:27.112000","2023-04-15T18:36:27.035636Z",103,"CE3DWF28",3872,"Education & Training","DATA_EXPIRED","Male","Asian","Australia","United States","English","No","Full-Time"
"46","04/15/2023 12:36","04/15/2023 12:38","71.46.225.86",129,"04/15/2023 12:38","R_3MRv5XNRAULZA7Y",28.5531,-81.7597,"569298838d93fe000dfa033c","Female","Bachelor’s Degree","$0 - $25,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643aeeb3d1b0690120aa4ed6","2023-04-15T18:36:39.432000Z","2023-04-15T18:38:53.811000Z","2023-04-15T18:38:54.233000","2023-04-15T18:38:54.149727Z",135,"CE3DWF28",5483,"Education & Training","71","Female","White","United States","United States","English","No","Part-Time"
"47","04/15/2023 12:36","04/15/2023 12:38","68.117.74.163",126,"04/15/2023 12:38","R_PBWVf89hroNfr9f",44.1552,-93.9961,"5a6b4cd2d5d4cb0001d64740","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643aeea4ccdb79665f672d56","2023-04-15T18:36:41.907000Z","2023-04-15T18:39:00.213000Z","2023-04-15T18:39:04.209000","2023-04-15T18:39:01.096696Z",139,"CE3DWF28",2851,"Education & Training","34","Female","White","United States","United States","English","No","Full-Time"
"48","04/15/2023 12:38","04/15/2023 12:39","71.33.222.193",88,"04/15/2023 12:39","R_UuyA5RbIuJiuKnD",39.7586,-104.9179,"63fa812428f289c772131458","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","enhance","Compose an email","","643aef0441603d2cdf173725","2023-04-15T18:38:00.476000Z","2023-04-15T18:39:33.592000Z","2023-04-15T18:39:34.021000","2023-04-15T18:39:33.948827Z",94,"CE3DWF28",340,"Education & Training","55","Female","White","United States","United States","English","No","Full-Time"
"49","04/15/2023 12:40","04/15/2023 12:41","174.235.81.159",76,"04/15/2023 12:41","R_3ptHiFjkzsYNjkv",35.2296,-80.843,"5fc1c035ac92312b4c2e6bab","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","detract","Compose an email","","643aef9e585096f9b4e21e2d","2023-04-15T18:40:33.620000Z","2023-04-15T18:41:54.248000Z","2023-04-15T18:41:54.779000","2023-04-15T18:41:54.714080Z",81,"CE3DWF28",1356,"Education & Training","30","Female","White","United States","United States","English","Yes","Part-Time"
"50","04/15/2023 12:41","04/15/2023 12:43","174.203.244.18",93,"04/15/2023 12:43","R_24jEFXr0HupHtY3",35.21,-80.8512,"61086dd335b5043ec71b99b5","Female","Graduate Degree","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","No","some time","Can perform only a few tasks","neither","Compose an email","","643aefd005564e65c7f910d9","2023-04-15T18:41:23.297000Z","2023-04-15T18:43:19.975000Z","2023-04-15T18:43:20.777000","2023-04-15T18:43:20.689016Z",117,"CE3DWF28",1997,"Education & Training","28","Female","White","United States","United States","English","No","Full-Time"
"51","04/15/2023 12:42","04/15/2023 12:43","73.212.81.97",57,"04/15/2023 12:43","R_3Rmafp6gHikUMtm",38.8116,-76.9877,"6107acfe97c63575a2344e36","Female","High School","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643af01f80a0432a459558a0","2023-04-15T18:42:43.773000Z","2023-04-15T18:43:45.215000Z","2023-04-15T18:43:45.866000","2023-04-15T18:43:45.795976Z",62,"CE3DWF28",2065,"Education & Training","24","Female","Black","United States","United States","English","No","Part-Time"
"52","04/15/2023 12:43","04/15/2023 12:44","204.228.23.203",51,"04/15/2023 12:44","R_1dzBt0RURRwXSgq",33.5645,-111.8901,"5e86d1f93dabf430fb29de52","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643af03a505f77572f70c7ac","2023-04-15T18:43:09.300000Z","2023-04-15T18:44:05.035000Z","2023-04-15T18:44:05.483000","2023-04-15T18:44:05.406865Z",56,"CE3DWF28",602,"Education & Training","35","Male","White","United States","United States","English","No","Full-Time"
"53","04/15/2023 12:43","04/15/2023 12:44","98.177.114.122",60,"04/15/2023 12:44","R_2fHSxkhE1LBKOTU",33.338,-111.7435,"5b67bffa9ed653000189ff3c","Male","Bachelor’s Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643af047df9085eb851b23b5","2023-04-15T18:43:22.213000Z","2023-04-15T18:44:27.416000Z","2023-04-15T18:44:27.841000","2023-04-15T18:44:27.768950Z",66,"CE3DWF28",1618,"Education & Training","31","Male","White","United States","United States","English","Yes","Full-Time"
"54","04/15/2023 12:41","04/15/2023 12:45","76.144.204.217",229,"04/15/2023 12:45","R_ROlLrSQyOQlgWs1",44.9635,-123.08,"60fef1fb6485e6bd5c73e0ab","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","neither","Compose an email","","643aefd92ff9ad650280628c","2023-04-15T18:41:34.186000Z","2023-04-15T18:45:28.171000Z","2023-04-15T18:45:28.662000","2023-04-15T18:45:28.589943Z",234,"CE3DWF28",1110,"Education & Training","58","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"55","04/15/2023 12:43","04/15/2023 12:45","99.102.143.192",110,"04/15/2023 12:45","R_2919mFO4cbXXrjB",33.9588,-83.4384,"568899d9d7848e0005399c6b","Male","Graduate Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643af058fd0e842f0796d551","2023-04-15T18:43:39.757000Z","2023-04-15T18:45:35.150000Z","2023-04-15T18:45:35.678000","2023-04-15T18:45:35.599962Z",116,"CE3DWF28",5329,"Education & Training","DATA_EXPIRED","Male","White","United States","United States","English","No","Full-Time"
"56","04/15/2023 12:44","04/15/2023 12:46","174.210.8.214",122,"04/15/2023 12:46","R_3EWjM2eomnyTcc7",38.6364,-90.1985,"63d15d3dd6cacf7e94f8c0b1","Male","Graduate Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","Thank you for letting me participate!","643af092fd0e842f0796d556","2023-04-15T18:44:39.653000Z","2023-04-15T18:46:51.102000Z","2023-04-15T18:46:51.558000","2023-04-15T18:46:51.485520Z",132,"CE3DWF28",282,"Education & Training","40","Male","White","United States","United States","English","No","Full-Time"
"57","04/15/2023 12:46","04/15/2023 12:46","136.53.11.155",38,"04/15/2023 12:46","R_3P4DFeeLoUMDz8V",34.6174,-86.5538,"55ae64defdf99b3f864653e7","Female","Bachelor’s Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform only a few tasks","neither","Compose an email","","643af0f6a142c40b7fe905c8","2023-04-15T18:46:17.543000Z","2023-04-15T18:47:02.111000Z","2023-04-15T18:47:02.584000","2023-04-15T18:47:02.507639Z",45,"CE3DWF28",1361,"Education & Training","27","Female","White","United States","United States","English","No","Full-Time"
"58","04/15/2023 12:46","04/15/2023 12:47","69.244.37.59",79,"04/15/2023 12:47","R_2uy6MjG8IozIdZa",32.2163,-110.9241,"5b287b1a8ecf3f000161bc22","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643af0e4caa2bcc6c38062f3","2023-04-15T18:46:00.291000Z","2023-04-15T18:47:29.128000Z","2023-04-15T18:47:29.830000","2023-04-15T18:47:29.763769Z",89,"CE3DWF28",1036,"Education & Training","26","Female","White","United States","United States","English","No","Part-Time"
"59","04/15/2023 12:47","04/15/2023 12:48","24.61.246.85",59,"04/15/2023 12:48","R_1KwKmC6kuRktAxv",42.3737,-71.1284,"58d876b14240e50001190090","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643af1314010fb16897b3eec","2023-04-15T18:47:16.751000Z","2023-04-15T18:48:21.060000Z","2023-04-15T18:48:21.515000","2023-04-15T18:48:21.446287Z",65,"CE3DWF28",4421,"Education & Training","51","Male","White","United States","United States","English","No","Full-Time"
"60","04/15/2023 12:47","04/15/2023 12:49","75.228.55.25",99,"04/15/2023 12:49","R_2QYioIWOBtiQ5Q0",33.4663,-86.808,"614df4fe66306d872bf6b288","Male","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643af142092a6e8a03e312d7","2023-04-15T18:47:33.596000Z","2023-04-15T18:49:16.381000Z","2023-04-15T18:49:16.786000","2023-04-15T18:49:16.721346Z",103,"CE3DWF28",1098,"Education & Training","50","Male","White","United States","United States","English","No","Full-Time"
"61","04/15/2023 12:47","04/15/2023 12:49","70.120.0.90",165,"04/15/2023 12:49","R_21ujn1YbHUlhmQu",29.4411,-98.4936,"5e3581ed0082f15283413024","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643af11ed89f0e43a722f08d","2023-04-15T18:47:10.560000Z","2023-04-15T18:50:00.519000Z","2023-04-15T18:50:01.029000","2023-04-15T18:50:00.964247Z",170,"CE3DWF28",4989,"Education & Training","62","Male","White","Italy","United States","Italian","No","Full-Time"
"62","04/15/2023 12:49","04/15/2023 12:50","99.187.246.241",96,"04/15/2023 12:50","R_1o7HwqOty6Qghqa",32.7254,-97.3208,"6116c9b6db8511d0a58bdec9","Male","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643af1ac43263294fc1419ee","2023-04-15T18:49:18.976000Z","2023-04-15T18:50:58.767000Z","2023-04-15T18:50:59.291000","2023-04-15T18:50:59.216090Z",100,"CE3DWF28",1104,"Education & Training","40","Male","White","United States","United States","English","No","Full-Time"
"63","04/15/2023 12:49","04/15/2023 12:51","174.245.84.174",108,"04/15/2023 12:51","R_VJR5YDzCOikMstb",35.2316,-80.8428,"63df1d550a6028079e564d7e","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643af1a7b32968afba7b3ecd","2023-04-15T18:49:14.367000Z","2023-04-15T18:51:06.272000Z","2023-04-15T18:51:06.765000","2023-04-15T18:51:06.689818Z",112,"CE3DWF28",468,"Education & Training","53","Female","White","United States","United States","English","No","Full-Time"
"64","04/15/2023 12:49","04/15/2023 12:51","172.59.80.45",96,"04/15/2023 12:51","R_3094vueVoYELPNG",38.2406,-85.8156,"60fd080d5476f4a77211bafb","Female","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","neither","Compose an email","","643af1c03b1be765dc8b0bb4","2023-04-15T18:49:39.595000Z","2023-04-15T18:51:24.962000Z","2023-04-15T18:51:25.407000","2023-04-15T18:51:25.333267Z",106,"CE3DWF28",2201,"Education & Training","34","Female","White","United States","United States","English","No","Full-Time"
"65","04/15/2023 12:49","04/15/2023 12:51","65.131.192.13",87,"04/15/2023 12:51","R_3fx7ceAfqmenRpL",48.1999,-114.3034,"62e0326dbbda328df3ceade2","Female","Some College","$0 - $25,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643af1cc13bed72e8965d52b","2023-04-15T18:49:50.757000Z","2023-04-15T18:51:22.320000Z","2023-04-15T18:51:22.706000Z","2023-04-15T18:51:24.109844Z",92,"CE3DWF28",1851,"Education & Training","45","Female","White","United States","United States","English","No","Full-Time"
"66","04/15/2023 12:49","04/15/2023 12:52","73.99.64.111",204,"04/15/2023 12:52","R_2CHNLZMkIYNP0WY",38.4475,-78.8693,"5f24b0fc546c5a0c3c2e43b6","Female","High School","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643af19fa20214a747e3e0c4","2023-04-15T18:49:06.097000Z","2023-04-15T18:52:37.177000Z","2023-04-15T18:52:37.600000","2023-04-15T18:52:37.539343Z",212,"CE3DWF28",2805,"Education & Training","39","Female","White","United States","United States","English","No","Full-Time"
"67","04/15/2023 12:49","04/15/2023 12:52","173.21.200.104",211,"04/15/2023 12:52","R_vZezpywwAKXtg9b",31.9587,-83.781,"5c745295821a97001763fb1b","Female","Bachelor’s Degree","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","I Don't Know","lot of time","Can perform all tasks","enhance","Compose an email","","643af1a5c7adac117293d8fa","2023-04-15T18:49:17.751000Z","2023-04-15T18:53:31.959000Z","2023-04-15T18:53:32.564000","2023-04-15T18:53:32.491897Z",255,"CE3DWF28",2235,"Education & Training","61","Female","Black","United States","United States","English","No","DATA_EXPIRED"
"68","04/15/2023 12:52","04/15/2023 12:53","174.210.226.7",57,"04/15/2023 12:53","R_2CfycY5vwheNQOf",42.558,-82.998,"63e2efb080652555c6d566cb","Male","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643af25e84a0fba8e97973dd","2023-04-15T18:52:18.950000Z","2023-04-15T18:53:20.707000Z","2023-04-15T18:53:21.146000","2023-04-15T18:53:21.072439Z",62,"CE3DWF28",562,"Education & Training","53","Male","White","United States","United States","English","No","Full-Time"
"69","04/15/2023 12:53","04/15/2023 12:55","172.56.184.20",116,"04/15/2023 12:55","R_3sBJpmGmGTO6KPh",33.754,-117.8578,"60fcf7102d7c9907d95a0920","Female","Graduate Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643af2a369c7f03c3e2abec1","2023-04-15T18:53:28.579000Z","2023-04-15T18:55:33.749000Z","2023-04-15T18:55:34.334000","2023-04-15T18:55:34.257837Z",126,"CE3DWF28",292,"Education & Training","25","Female","White","United States","United States","English","Yes","Part-Time"
"70","04/15/2023 12:54","04/15/2023 12:55","195.252.198.74",67,"04/15/2023 12:55","R_DVthcEDQYAngEqB",39.9573,-86.277,"5e88bbc1cd23220008a323a1","Male","Graduate Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643af2ddb3fb075d212cd880","2023-04-15T18:54:25.597000Z","2023-04-15T18:55:36.649000Z","2023-04-15T18:55:37.191000","2023-04-15T18:55:37.108840Z",72,"CE3DWF28",2331,"Education & Training","57","Male","White","United States","United States","English","No","Full-Time"
"71","04/15/2023 12:53","04/15/2023 12:55","68.47.119.113",124,"04/15/2023 12:55","R_268YBd8gOQWeIik",44.8328,-93.4396,"5f39ae82822a9e558a63d053","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","some time","Can perform only a few tasks","detract","Compose an email","","643af2a81888a1eb728b7020","2023-04-15T18:53:31.800000Z","2023-04-15T18:55:41.085000Z","2023-04-15T18:55:41.519000","2023-04-15T18:55:41.461075Z",130,"CE3DWF28",2183,"Education & Training","32","Female","White","United States","United States","English","No","Full-Time"
"72","04/15/2023 12:49","04/15/2023 12:56","73.17.46.189",458,"04/15/2023 12:56","R_ZepEEoMwnLV5eZX",41.4229,-73.003,"5751f576a9de4b0006e557b9","Male","Graduate Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643af1a25b936a433f797428","2023-04-15T18:49:10.623000Z","2023-04-15T18:56:56.823000Z","2023-04-15T18:56:57.304000","2023-04-15T18:56:57.223016Z",467,"CE3DWF28",1317,"Education & Training","43","Male","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"73","04/15/2023 12:56","04/15/2023 12:57","107.212.244.28",90,"04/15/2023 12:57","R_306N1JbLCG2ywye",39.7184,-82.6073,"5e9478af94a98c7c8a1d8a6a","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","detract","Compose an email","","643af346255380cc5bd976d9","2023-04-15T18:56:10.093000Z","2023-04-15T18:57:45.176000Z","2023-04-15T18:57:47.017000","2023-04-15T18:57:46.948205Z",96,"CE3DWF28",303,"Education & Training","33","Female","White","United States","United States","English","Yes","Part-Time"
